Justiça#Tribunal#UF#Tipo de unidade#Classificação da unidade#Código#Unidade Judiciária#Município sede#Telefone#CEP#Endereço#Unidades Judiciárias#Estoque#Taxa de congestionamento líquida#Taxa de congestionamento total
Total###########1.124#1.519.657#58,9%#62,6%
Justiça Estadual#Total##########1.103#1.475.089#58,7%#62,2%
Justiça Estadual#TJRS#RS#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#TUR - TURMAS (2º GRAU OU TRIBUNAIS SUPERIORES)#74572#PRIMEIRA TURMA CRIMINAL#PORTO ALEGRE#(051) 3210-8000#90.110-150#AV. BORGES DE MEDEIROS 1565#1#0#0,0%#0,0%
Justiça Estadual#TJRS#RS#UNIDADES JUDICIÁRIAS DE SEGUNDO GRAU OU DE TRIBUNAIS SUPERIORES#TUR - TURMAS (2º GRAU OU TRIBUNAIS SUPERIORES)#74573#SEGUNDA TURMA CRIMINAL#PORTO ALEGRE#(051) 3210-8000#90.110-150#AV. BORGES DE MEDEIROS 1565#1#1#100,0%#100,0%
Justiça Estadual#TJSC#SC#-#-#14164#VARA REGIONAL DE EXECUÇÕES PENAIS DA COMARCA DE SÃO JOSÉ#SAO JOSE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#18401#SEGUNDA VARA CRIMINAL DA COMARCA DE JARAGUÁ DO SUL#JARAGUA DO SUL#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#18432#JUIZADO ESPECIAL CÍVEL DA COMARCA DE PALHOÇA#PALHOCA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5938#VARA CRIMINAL DA COMARCA DE LAGUNA#LAGUNA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6284#SEGUNDA VARA CRIMINAL DA COMARCA DE ITAJAÍ#ITAJAI#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13908#VARA CRIMINAL DA COMARCA DE BIGUAÇU#BIGUACU#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8279#SEGUNDA VARA CRIMINAL DA COMARCA DE TUBARÃO#TUBARAO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6253#SEGUNDA VARA CRIMINAL DA COMARCA DE JOINVILLE#JOINVILLE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5791#PRIMEIRA VARA CRIMINAL DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6283#TERCEIRA VARA CRIMINAL DA COMARCA DE LAGES#LAGES#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13922#VARA DE EXECUÇÕES PENAIS DA COMARCA DE CRICIÚMA#CRICIUMA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5822#VARA DE EXECUÇÕES PENAIS DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6242#SEGUNDA VARA CRIMINAL DA COMARCA DE CRICIÚMA#CRICIUMA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5795#SEGUNDA VARA CRIMINAL DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12819#VARA DE EXECUÇÕES PENAIS DA COMARCA DE ITAJAÍ#ITAJAI#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13146#QUARTA VARA CRIMINAL DA COMARCA DE JOINVILLE#JOINVILLE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#11679#VARA CRIMINAL DA COMARCA DE TIMBÓ#TIMBO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5852#SEGUNDA VARA CRIMINAL DA COMARCA DE CHAPECÓ#CHAPECO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8237#VARA CRIMINAL DA COMARCA DE BRUSQUE#BRUSQUE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5934#VARA CRIMINAL DA COMARCA DE INDAIAL#INDAIAL#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5930#VARA CRIMINAL DA COMARCA DE GASPAR#GASPAR#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6254#TERCEIRA VARA CRIMINAL DA COMARCA DE JOINVILLE#JOINVILLE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6216#JUIZADO ESPECIAL CRIMINAL E UNIDADE DE DELITOS DE TRÂNSITO DA COMARCA DA CAPITAL - CONTINENTE#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJSC#SC#-#-#6238#VARA CRIMINAL DA COMARCA DE SÃO FRANCISCO DO SUL#SAO FRANCISCO DO SUL#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6236#VARA CRIMINAL DA COMARCA DE CAMPOS NOVOS#CAMPOS NOVOS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5751#JUIZADO ESPECIAL CRIMINAL DA COMARCA DE BLUMENAU#BLUMENAU#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5698#SEGUNDA VARA CRIMINAL DA COMARCA DE BLUMENAU#BLUMENAU#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5835#JUIZADO ESPECIAL CRIMINAL DA COMARCA DA CAPITAL - EDUARDO LUZ#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5856#TERCEIRA VARA CRIMINAL DA COMARCA DE CHAPECÓ#CHAPECO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5801#TERCEIRA VARA CRIMINAL DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#5805#QUARTA VARA CRIMINAL DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13109#VARA CRIMINAL DA COMARCA DE VIDEIRA#VIDEIRA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12909#VARA CRIMINAL DA COMARCA DE CANOINHAS#CANOINHAS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12848#VARA CRIMINAL DA COMARCA DE XANXERÊ#XANXERE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12751#VARA DO TRIBUNAL DO JÚRI DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13156#VARA CRIMINAL DA COMARCA DE BRAÇO DO NORTE#BRACO DO NORTE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12814#TERCEIRA VARA CRIMINAL DA COMARCA DE BLUMENAU#BLUMENAU#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12735#SEGUNDA VARA CRIMINAL DA COMARCA DE PALHOÇA#PALHOCA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8286#JUIZADO ESPECIAL CRIMINAL E DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE SÃO JOSÉ#SAO JOSE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8955#TERCEIRA VARA CÍVEL DA COMARCA DE ARARANGUÁ#ARARANGUA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#11870#VARA CRIMINAL DA COMARCA DE CAÇADOR#CACADOR#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#12734#VARA CRIMINAL DA COMARCA DE SÃO MIGUEL DO OESTE#SAO MIGUEL DO OESTE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13935#VARA CRIMINAL DA COMARCA DE MAFRA#MAFRA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13934#VARA CRIMINAL DA COMARCA DE PORTO UNIÃO#PORTO UNIAO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13920#VARA CRIMINAL DA COMARCA DE ITAPEMA#ITAPEMA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13959#VARA CRIMINAL DA COMARCA DE TIJUCAS#TIJUCAS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#14085#SEGUNDA VARA CRIMINAL DA COMARCA DE ARARANGUÁ#ARARANGUA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13818#JUIZADO ESPECIAL CRIMINAL E DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE CHAPECÓ#CHAPECO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13816#JUIZADO DA VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DA CAPITAL#FLORIANOPOLIS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8284#JUIZADO ESPECIAL CRIMINAL E DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DA COMARCA DE TUBARÃO#TUBARAO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13895#VARA CRIMINAL DA COMARCA DE NAVEGANTES#NAVEGANTES#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#13910#VARA CRIMINAL DA COMARCA DE CAMBORIÚ#CAMBORIU#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8220#SEGUNDA VARA CRIMINAL DA COMARCA DE BALNEÁRIO CAMBORIÚ#BALNEARIO CAMBORIU#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#6282#SEGUNDA VARA CRIMINAL DA COMARCA DE LAGES#LAGES#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8269#SEGUNDA VARA CRIMINAL DA COMARCA DE SÃO JOSÉ#SAO JOSE#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8240#VARA CRIMINAL DA COMARCA DE CONCÓRDIA#CONCORDIA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8265#VARA CRIMINAL DA COMARCA DE RIO DO SUL#RIO DO SUL#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8244#VARA CRIMINAL DA COMARCA DE CURITIBANOS#CURITIBANOS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#8253#VARA CRIMINAL DA COMARCA DE JOAÇABA#JOACABA#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#-#-#76481#VARA REGIONAL DE EXECUÇÃO PENAL DE CURITIBANOS#CURITIBANOS#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#79445#2ª VARA DA COMARCA DE JAGUARUNA#JAGUARUNA#(048) 3624-8000#88.715-000#RUA NESTOR HORACIO LUIZ, /N, LOTEAMENTO CRISTO REI#1#0#0,0%#0,0%
Justiça Estadual#TJSC#SC#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#79524#VARA CRIMINAL DA REGIÃO METROPOLITANA DE FLORIANÓPOLIS DA COMARCA DA CAPITAL#FLORIANOPOLIS#(048) 3287-6500#88.010-290#AV. GOV. GUSTAVO RICHARD, 434#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#8382#JUIZADO ESPECIAL CRIMINAL DE ARACAJU#ARACAJU#(079) 3226-3759#49.080-470#TANCREDO NEVES S/N - CENTRO ADMINISTRATIVO GOV. AUGUSTO FRANCO#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#13788#2ª VARA CRIMINAL DE ITABAIANA#ITABAIANA#(079) 3432-8400#49.503-256#AV. DR. LUIZ MAGALHÃES S/N, CENTRO, ITABAIANA/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8364#6ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3216-3015#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8365#7ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3216-3102#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8630#VARA CRIMINAL DE SÃO CRISTÓVÃO#SAO CRISTOVAO#(079) 3261-1920#49.100-000#LARGO JOEL FONTES COSTA, S/N#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8362#5ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3226-3583#49.080-470#AV. PRESIDENTE TANCREDO NEVES, S/N.#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8433#1ª VARA CRIMINAL DE ITABAIANA#ITABAIANA#(079) 3432-8400#49.503-256#AV. DR. LUIZ MAGALHÃES S/N, CENTRO, ITABAIANA/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8603#2ª VARA CRIMINAL DE SOCORRO#NOSSA SENHORA DO SOCORRO#(079) 3279-3400#49.160-000#R. MANOEL PASSOS, FÓRUM ARTHUR OSCAR DE O. DEDA, CENTRO, N. SRA. DO SOCORRO/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8370#VARA CRIMINAL DE ESTÂNCIA#ESTANCIA#(079) 3522-2297#49.200-000#AV. TENENTE ELOY, Nº 470, CENTRO, ESTÂNCIA/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8349#1ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3226-3565#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8367#8ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3216-3162#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8373#JUIZADO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER#ARACAJU#(079) 3216-3011#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8506#VARA CRIMINAL DE LAGARTO#LAGARTO#(079) 3631-1617#49.400-000#ROD.ANTÔNIO MARTINSDE MENEZES, KM 36, S/N#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8358#3ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3216-3097#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8582#1ª VARA CRIMINAL DE SOCORRO#NOSSA SENHORA DO SOCORRO#(079) 3279-3400#49.160-000#R. MANOEL PASSOS, FÓRUM ARTHUR OSCAR DE O. DEDA, CENTRO, N. SRA. DO SOCORRO/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8371#VARA DE EXECUÇÃO DE MEDIDAS E PENAS ALTERNATIVAS#ARACAJU#(079) 3216-3102#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8355#2ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3216-3011#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSE#SE#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#8368#9ª VARA CRIMINAL DE ARACAJU#ARACAJU#(079) 3226-3670#49.080-901#AV. PRES. TANCREDO NEVES, S/N, CAPUCHO, ARACAJU/SE#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#-#-#13352#VARA DO JUIZADO ESPECIAL CRIMINAL DE CAMPINAS#CAMPINAS#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJSP#SP#-#-#10528#21 CRIMINAL DE CENTRAL#SAO PAULO#(000) 0000-0000#00.000-000#-#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#-#-#70720#VARA CRIMINAL DE SANTA CRUZ DO RIO PARDO#SANTA CRUZ DO RIO PARDO#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJSP#SP#-#-#70711#VARA CRIMINAL DE SAO JOAO DA BOA VISTA#SAO JOAO DA BOA VISTA#(000) 0000-0000#00.000-000#-#1#0#0,0%#-
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#10894#VARA JUIZADO ESPECIAL CRIMINAL DE RIBEIRAO PRETO#RIBEIRAO PRETO#(016) 3629-0004#14.096-570#R. ALICE ALEM SAADI, Nº 1.010#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#59953#VARA JUIZADO ESP. CRIM. E VIOL. DOMEST. E FAM. CONTRA A MULHER DE SOROCABA#SOROCABA#(015) 3228-5148#18.087-080#R. 28 DE OUTUBRO, Nº 691#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#10963#VARA JUIZADO ESPECIAL CRIMINAL DE SANTOS#SANTOS#(013) 3222-4919#11.013-190#PÇA. JOSÉ BONIFÁCIO, S/Nº#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#10919#VARA JUIZADO ESPECIAL CRIMINAL DE SAO JOSE DOS CAMPOS#SAO JOSE DOS CAMPOS#(012) 3878-7100#12.246-260#AVENIDA SALMÃO - 678#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#59957#VARA JUIZADO ESPECIAL CRIMINAL DE GUARULHOS#GUARULHOS#(011) 2441-1118#07.090-130#RUA IPÊ - 83#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#10538#VARA JUIZADO ESPECIAL CRIMINAL DE CENTRAL#SAO PAULO#(011) 2127-9000#01.133-020#AV. DOUTOR ABRAHÃO RIBEIRO, 313#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#14323#VARA JUIZ. VIOLENCIA DOMESTICA DE CENTRAL#SAO PAULO#(011) 2127-9000#01.133-020#AV. DOUTOR ABRAHÃO RIBEIRO, 313#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JE - JUIZADO ESPECIAL;#74681#JUIZADO ESPECIAL CRIMINAL DE PRESIDENTE PRUDENTE#PRESIDENTE PRUDENTE#(018) 3221-3144#19.013-050#AV. CORONEL JOSÉ SOARES MARCONDES, Nº 2.201#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#JI - JUIZADO ITINERANTE;#10849#VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNICASTELO DE ITAQUERA#SAO PAULO#(011) 2557-7305#08.460-000#ESTRADA DE POÁ, 696#1#0#0,0%#-
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#O1º - OUTRAS UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#11661#DIPO - DEPTO DE INQUERITOS POLICIAIS DA CAPITAL#SAO PAULO#(011) 2127-9000#01.133-020#AV. DOUTOR ABRAHÃO RIBEIRO, 313#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10135#02 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE#PRESIDENTE PRUDENTE#(018) 3221-3144#19.013-050#AV. CORONEL JOSÉ SOARES MARCONDES, Nº 2.201#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10132#01 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE#PRESIDENTE PRUDENTE#(018) 3221-3144#19.013-050#AV. CORONEL JOSÉ SOARES MARCONDES, Nº 2.201#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10065#01 CRIMINAL DE PIRACICABA#PIRACICABA#(019) 3433-4177#13.417-901#R. BERNARDINO DE CAMPOS, Nº 55#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10066#02 CRIMINAL DE PIRACICABA#PIRACICABA#(019) 3433-4177#13.417-901#R. BERNARDINO DE CAMPOS, Nº 55#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10067#03 CRIMINAL DE PIRACICABA#PIRACICABA#(019) 3433-4177#13.417-901#R. BERNARDINO DE CAMPOS, Nº 55#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#59205#04 CRIMINAL DE PIRACICABA#PIRACICABA#(019) 3433-4177#13.417-901#R. BERNARDINO DE CAMPOS, Nº 55#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10495#01 CRIMINAL DE PINHEIROS#SAO PAULO#(011) 3031-4153#05.435-040#R. JERICÓ, S/N#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10496#05 JURI DE PINHEIROS#SAO PAULO#(011) 3031-4153#05.435-040#R. JERICÓ, S/N#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#14325#VARA DA REGIAO NORTE DE VIOL. DOMEST. E FAM. CONTRA A MULHER DE SANTANA#SAO PAULO#(011) 3966-2704#02.546-000#AV. ENGENHEIRO CAETANO ÁLVARES, 594#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10182#02 CRIMINAL E ANEXO VIOL. DOMEST. E FAM. CONTRA A MULHER DE RIBEIRAO PRETO#RIBEIRAO PRETO#(016) 3629-0004#14.096-570#R. ALICE ALEM SAADI, Nº 1.010#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10183#03 CRIMINAL DE RIBEIRAO PRETO#RIBEIRAO PRETO#(016) 3629-0004#14.096-570#R. ALICE ALEM SAADI, Nº 1.010#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10184#04 CRIMINAL DE RIBEIRAO PRETO#RIBEIRAO PRETO#(016) 3629-0004#14.096-570#R. ALICE ALEM SAADI, Nº 1.010#1#0#0,0%#0,0%
Justiça Estadual#TJSP#SP#UNIDADES JUDICIÁRIAS DE PRIMEIRO GRAU#V - VARA;#10185#05 CRIMINAL DE RIBEIRAO PRETO#RIBEIRAO PRETO#(016) 3629-0004#14.096-570#R. ALICE ALEM SAADI, Nº 1.010#1#0#0,0%#0,0%
